player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
1044002267,9,0,603,887.8119,102,6,0,4,4,0,0,1,1,0.41666666,44.967762,0,1,0
195108598,12,2,279,584.8696,34,0,0,1,5,2,2,3,0,0.7222222,83.1678,0,0,0
106573901,10,2,390,750.73883,30,3,0,4,4,0,0,1,1,0.7222222,92.964455,0,0,0
164199202,3,1,106,464.57672,3,0,6,3,4,2,0,4,0,0.6388889,32.833397,0,0,0
73401082,2,2,27,341.02838,0,0,12,0,3,7,4,2,0,0.41666666,54.967163,0,0,0
171262902,3,4,447,602.6555,56,0,1,3,1,1,1,0,0,0.5714286,0.0,0,0,0
312436974,3,7,307,450.73444,41,0,1,2,6,0,0,2,0,0.71428573,17.401905,0,0,1
56351509,1,6,255,477.88968,12,2,0,1,0,2,0,3,0,0.42857143,27.298637,0,0,1
93817671,0,12,74,318.08142,9,0,9,0,5,4,2,1,0,0.71428573,13.166382,0,0,1
103735745,0,7,161,375.80612,21,0,7,7,0,6,2,2,0,0.5714286,5.0,0,0,0

