player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
1044002267,22,1,434,973.786,53,7,0,1,4,1,0,0,0,0.6976744,0.0,0,0,0
195108598,2,3,325,701.4408,43,1,0,1,2,1,0,0,1,0.6744186,10.866115,0,0,1
106573901,10,1,269,678.54395,31,1,1,1,12,0,0,0,0,0.6976744,23.868998,0,1,0
164199202,5,2,56,436.3468,3,0,6,1,5,4,0,4,0,0.6976744,17.43408,0,0,0
73401082,4,3,18,398.78418,0,0,7,1,0,1,5,1,0,0.60465115,11.466309,0,0,0
879017980,4,5,399,610.0493,62,0,0,3,2,0,0,2,0,0.5555556,4.8004885,0,0,0
1202267677,0,10,38,256.9282,0,0,6,4,1,8,0,2,0,0.33333334,36.76714,0,0,1
115651292,0,7,223,413.7439,18,0,2,2,6,1,0,0,0,0.44444445,24.665619,0,0,1
230487729,3,12,54,295.14407,0,0,7,0,0,0,4,1,0,0.6666667,23.050325,0,0,0
203351055,2,10,192,445.49246,33,0,0,2,1,3,0,4,0,0.33333334,6.1000004,0,0,0

