player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
206642367,9,5,490,614.73145,73,1,2,0,1,0,0,1,0,0.7894737,31.799955,0,0,0
90423751,2,6,57,336.1175,6,0,7,5,4,1,4,1,0,0.47368422,0.0,0,0,0
160119017,1,7,235,441.3214,39,0,0,1,0,1,0,6,0,0.57894737,115.968834,0,0,0
154974246,5,3,524,631.13135,59,2,2,0,8,3,0,3,0,0.7894737,39.288834,0,0,0
191362875,2,9,70,336.53265,3,0,8,6,3,5,1,2,0,0.68421054,35.96643,0,1,0
125445069,4,5,609,785.3044,91,1,0,0,3,2,0,1,0,0.5,72.0357,1,0,1
383788462,8,2,218,490.19824,22,2,0,2,3,1,0,4,1,0.73333335,41.266224,1,0,0
175311897,3,3,34,325.80698,9,0,6,0,2,4,7,1,0,0.8,8.198572,1,0,3
122817493,3,6,83,426.6284,0,0,12,4,6,9,1,5,0,0.6,43.51647,0,0,0
123023873,12,3,424,700.97516,58,5,2,1,14,1,0,0,1,0.76666665,43.999504,1,0,1

