player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
86698277,4,1,360,539.4618,54,0,0,3,3,0,4,1,0,0.53125,10.23028,2,0,0
346412363,6,3,187,419.87006,12,0,8,5,5,5,0,3,0,0.75,66.1998,0,1,1
136829091,3,5,57,331.77667,6,0,9,3,0,8,3,8,0,0.65625,0.0,2,0,0
93618577,10,3,425,613.708,29,1,3,0,11,0,0,4,0,0.71875,10.266453,2,0,0
331855530,9,2,670,818.72577,79,8,0,2,0,2,0,3,3,0.71875,3.9330037,2,0,0
957204049,0,6,500,618.23096,72,4,0,2,2,0,0,0,0,0.46153846,0.0,0,0,3
835864135,7,5,354,545.5852,47,0,0,6,3,0,0,2,0,0.7692308,40.566967,0,0,2
185590374,2,4,401,546.4898,52,1,2,2,13,1,0,0,0,0.6923077,22.532005,0,0,1
919735867,3,7,89,287.47482,6,0,3,4,3,8,1,4,0,0.6923077,20.632942,0,0,0
130991304,0,10,84,319.78503,3,0,14,9,3,2,6,0,0,0.3846154,5.033535,0,0,0

