player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
321580662,7,0,750,968.05597,101,8,0,4,5,1,0,1,1,0.64285713,0.0,1,0,1
847565596,4,4,101,485.62262,18,0,5,6,5,8,2,4,0,0.60714287,2.4002442,0,0,0
106305042,9,1,463,711.7545,33,0,1,2,13,1,0,2,1,0.85714287,45.668297,0,0,1
218231587,3,6,23,294.40915,0,0,13,3,3,2,5,8,0,0.4642857,64.13452,1,0,0
302214028,5,5,354,683.4473,28,0,0,3,5,3,0,4,0,0.6785714,13.767639,0,1,1
383361785,1,4,289,484.7613,16,1,0,3,1,1,3,3,0,0.625,14.429871,1,0,0
256444993,4,7,445,553.1549,93,1,0,5,1,0,0,0,0,0.625,33.132854,1,0,1
399804216,6,1,421,623.73676,62,0,1,6,6,1,0,0,0,0.75,0.0,1,0,0
285282252,3,9,21,286.42447,3,0,15,0,4,2,2,2,0,0.75,77.23234,1,0,0
847851833,2,7,106,317.8278,6,0,4,6,2,4,2,1,0,0.75,60.598824,0,0,0

