player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
321580662,10,1,500,814.42474,55,9,0,1,4,0,0,4,1,0.5769231,0.0,1,0,0
108958769,3,4,82,444.20795,9,0,10,12,5,2,6,2,0,0.7307692,34.29854,2,1,0
106305042,6,3,354,629.9425,60,0,1,0,13,3,0,0,1,0.61538464,22.798836,1,0,0
847565596,5,2,64,419.10938,3,0,8,4,1,8,1,2,0,0.7307692,21.099829,1,0,0
140835095,2,2,305,558.3777,37,0,0,1,1,2,0,6,0,0.65384614,42.30115,1,0,0
320252024,3,2,582,673.25183,76,0,0,1,4,0,1,1,0,0.6666667,41.13304,0,0,0
137129583,2,6,374,522.8953,39,1,2,2,5,0,0,1,0,0.16666667,0.0,1,0,0
118134220,1,2,300,545.2805,50,0,0,4,5,0,0,0,0,0.41666666,10.666467,1,0,1
157475523,2,12,97,361.3201,12,0,3,4,1,7,1,2,0,0.6666667,29.20078,1,0,0
111114687,4,5,55,304.07867,3,0,13,9,1,7,4,2,0,0.9166667,19.699495,0,0,0

