player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
418942836,9,1,686,892.04736,104,4,1,5,3,7,0,6,2,0.5862069,76.50129,2,1,0
152168157,7,1,108,393.66367,6,0,13,2,4,11,5,2,0,0.7241379,46.333668,1,0,0
140297552,5,2,513,735.98083,46,4,1,2,14,3,0,2,1,0.41379312,33.066418,1,0,0
101356886,3,1,248,503.6409,12,0,5,1,8,7,2,1,0,0.62068963,13.367402,1,0,1
138880576,5,3,274,476.1076,12,0,0,1,5,1,0,1,0,0.5862069,31.533058,2,0,1
125445069,3,5,448,666.59076,84,1,0,4,0,1,0,2,0,0.75,25.599632,0,0,0
383788462,0,3,315,439.3297,24,0,0,2,2,2,0,1,0,0.625,69.76506,0,0,0
175311897,1,5,135,328.3055,0,0,4,2,0,0,3,6,0,0.875,27.333422,0,0,1
122817493,3,9,154,363.23447,20,0,12,0,3,2,3,0,0,0.625,0.0,0,0,1
123023873,1,7,327,453.67554,52,0,3,0,4,2,0,1,0,0.5,9.065846,0,0,0

