player_id,player_name,team_id,player_role
111030315,KG_Zayac,36,Support
130991304,Riddys,36,Support
185590374,Niku,36,Mid
835864135,pma,36,Core
957204049,gotthejuice,36,Core
54580962,Insania,2163,Support
77490514,Boxi,2163,Support
126212866,Saberlight,2163,Core
152962063,m1CKe,2163,Core
201358612,Nisha,2163,Mid
106305042,Larl,7119388,Mid
113331514,Miposhka,7119388,Support
302214028,Collapse,7119388,Core
321580662,Yatoro,7119388,Core
847565596,rue,7119388,Support
101356886,GH,7554697,Support
111620041,SumaiL-,7554697,Mid
140297552,No!ob™,7554697,Core
152168157,OmaR,7554697,Support
206642367,Ghost,7554697,Core
100471531,Jabz,7732977,Core
148526973,Jaunuel,7732977,Support
155494381,TIMS,7732977,Support
164532005,Armel,7732977,Mid
392565237,JACKBOYS,7732977,Core
165564598,MieRo,8255888,Core
196878136,Kataomi`,8255888,Support
317880638,Save-,8255888,Support
331855530,Pure,8255888,Core
480412663,gpk~,8255888,Mid
94296097,xNova,8261500,Support
129958758,Xxs,8261500,Core
137129583,Xm,8261500,Mid
157475523,XinQ,8261500,Support
898754153,Ame,8261500,Core
86698277,33,8291895,Core
93618577,bzm,8291895,Mid
103735745,Saksa,8291895,Support
127617979,Crystallis,8291895,Core
140288368,Tobi,8291895,Support
10366616,Sneyking,9247354,Support
25907144,Cr1t-,9247354,Support
100058342,skiter,9247354,Core
183719386,AMMAR_THE_F,9247354,Core
898455820,Malr1ne,9247354,Mid
81306398,KingJungles,9303484,Support
131303632,4nalog丶01,9303484,Mid
157989498,Scofield,9303484,Support
177203952,Yuma,9303484,Core
292921272,Wisper,9303484,Core
101259972,Oli~,9351740,Support
139031324,Beyond,9351740,Core
168028715,flyfly,9351740,Core
202217968,Emo,9351740,Mid
207829314,BoBoKa,9351740,Support
108958769,panto,9467224,Support
124801257,Nightfall,9467224,Core
256156323,Mira,9467224,Support
431770905,TORONTOTOKYO,9467224,Core
858106446,kiyotaka,9467224,Mid
56351509,DM,9572001,Core
73401082,Dukalis,9572001,Support
106573901,No[o]ne-,9572001,Mid
164199202,9Class,9572001,Support
1044002267,Satanic,9572001,Core
111114687,y`,9640842,Support
118134220,Bach,9640842,Core
150961567,planet,9640842,Support
173978074,NothingToSay,9640842,Mid
320252024,shiro,9640842,Core
81475303,Yamsun,9651185,Core
90423751,Bignum,9651185,Support
154974246,RCY,9651185,Mid
160119017,Fayde,9651185,Core
191362875,Speeed,9651185,Support
100598959,Erice,9691969,Support
104512126,Mac,9691969,Mid
132309493,raven,9691969,Core
219755398,Jîng,9691969,Support
330534326,Akashi,9691969,Core
